k_carriers,window_ms,window_sec,phase_levels,phase_bits,snr_power,snr_db,snr_mode,freq_min_hz,freq_max_hz,freq_spacing_hz,cycles_at_20hz,cycles_at_40hz,fourier_resolution_hz,n_trials,fs_hz,per_carrier_accuracy,codeword_accuracy,target_accuracy
30,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6896551724137931,40.0,80.0,0.5,200,1000.0,0.1485,0.0,0.95
31,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6666666666666666,40.0,80.0,0.5,200,1000.0,0.14580645161290323,0.0,0.95
32,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6451612903225806,40.0,80.0,0.5,200,1000.0,0.15546875,0.0,0.95
33,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.625,40.0,80.0,0.5,200,1000.0,0.16106060606060607,0.0,0.95
34,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6060606060606061,40.0,80.0,0.5,200,1000.0,0.16573529411764706,0.0,0.95
35,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5882352941176471,40.0,80.0,0.5,200,1000.0,0.1767142857142857,0.0,0.95
36,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5714285714285714,40.0,80.0,0.5,200,1000.0,0.18652777777777776,0.0,0.95
37,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5555555555555556,40.0,80.0,0.5,200,1000.0,0.2004054054054054,0.0,0.95
38,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5405405405405406,40.0,80.0,0.5,200,1000.0,0.22921052631578948,0.0,0.95
39,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5263157894736842,40.0,80.0,0.5,200,1000.0,0.27025641025641023,0.0,0.95
40,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5128205128205128,40.0,80.0,0.5,200,1000.0,0.384625,0.0,0.95
41,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5,40.0,80.0,0.5,200,1000.0,0.6660975609756098,0.0,0.95
42,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4878048780487805,40.0,80.0,0.5,200,1000.0,0.33976190476190476,0.0,0.95
43,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.47619047619047616,40.0,80.0,0.5,200,1000.0,0.255,0.0,0.95
44,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.46511627906976744,40.0,80.0,0.5,200,1000.0,0.1996590909090909,0.0,0.95
45,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.45454545454545453,40.0,80.0,0.5,200,1000.0,0.18622222222222223,0.0,0.95
46,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4444444444444444,40.0,80.0,0.5,200,1000.0,0.15521739130434783,0.0,0.95
47,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.43478260869565216,40.0,80.0,0.5,200,1000.0,0.1423404255319149,0.0,0.95
48,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.425531914893617,40.0,80.0,0.5,200,1000.0,0.12760416666666666,0.0,0.95
49,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4166666666666667,40.0,80.0,0.5,200,1000.0,0.11959183673469388,0.0,0.95
50,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.40816326530612246,40.0,80.0,0.5,200,1000.0,0.1194,0.0,0.95
51,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4,40.0,80.0,0.5,200,1000.0,0.115,0.0,0.95
52,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.39215686274509803,40.0,80.0,0.5,200,1000.0,0.10826923076923077,0.0,0.95
53,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.38461538461538464,40.0,80.0,0.5,200,1000.0,0.09858490566037736,0.0,0.95
54,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.37735849056603776,40.0,80.0,0.5,200,1000.0,0.09342592592592593,0.0,0.95
55,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.37037037037037035,40.0,80.0,0.5,200,1000.0,0.09409090909090909,0.0,0.95
56,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.36363636363636365,40.0,80.0,0.5,200,1000.0,0.09366071428571429,0.0,0.95
57,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.35714285714285715,40.0,80.0,0.5,200,1000.0,0.08552631578947369,0.0,0.95
58,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3508771929824561,40.0,80.0,0.5,200,1000.0,0.08275862068965517,0.0,0.95
59,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3448275862068966,40.0,80.0,0.5,200,1000.0,0.07966101694915254,0.0,0.95
60,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3389830508474576,40.0,80.0,0.5,200,1000.0,0.07808333333333334,0.0,0.95
61,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3333333333333333,40.0,80.0,0.5,200,1000.0,0.07418032786885245,0.0,0.95
62,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.32786885245901637,40.0,80.0,0.5,200,1000.0,0.07459677419354839,0.0,0.95
63,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3225806451612903,40.0,80.0,0.5,200,1000.0,0.07396825396825397,0.0,0.95
64,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.31746031746031744,40.0,80.0,0.5,200,1000.0,0.073203125,0.0,0.95
65,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3125,40.0,80.0,0.5,200,1000.0,0.07007692307692308,0.0,0.95
66,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3076923076923077,40.0,80.0,0.5,200,1000.0,0.07128787878787879,0.0,0.95
67,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.30303030303030304,40.0,80.0,0.5,200,1000.0,0.06335820895522389,0.0,0.95
68,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.29850746268656714,40.0,80.0,0.5,200,1000.0,0.06632352941176471,0.0,0.95
69,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.29411764705882354,40.0,80.0,0.5,200,1000.0,0.0641304347826087,0.0,0.95
70,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2898550724637681,40.0,80.0,0.5,200,1000.0,0.0645,0.0,0.95
71,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2857142857142857,40.0,80.0,0.5,200,1000.0,0.06049295774647887,0.0,0.95
72,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.28169014084507044,40.0,80.0,0.5,200,1000.0,0.06208333333333333,0.0,0.95
73,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2777777777777778,40.0,80.0,0.5,200,1000.0,0.06027397260273973,0.0,0.95
74,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.273972602739726,40.0,80.0,0.5,200,1000.0,0.05817567567567568,0.0,0.95
75,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2702702702702703,40.0,80.0,0.5,200,1000.0,0.060866666666666666,0.0,0.95
76,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.26666666666666666,40.0,80.0,0.5,200,1000.0,0.05703947368421053,0.0,0.95
77,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2631578947368421,40.0,80.0,0.5,200,1000.0,0.056818181818181816,0.0,0.95
78,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2597402597402597,40.0,80.0,0.5,200,1000.0,0.05782051282051282,0.0,0.95
79,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2564102564102564,40.0,80.0,0.5,200,1000.0,0.05677215189873418,0.0,0.95
80,2000,2.0,64,6.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.25316455696202533,40.0,80.0,0.5,200,1000.0,0.05625,0.0,0.95
1,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,,1.0,2.0,20.0,500,1000.0,0.996,0.996,0.98
2,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,20.0,1.0,2.0,20.0,500,1000.0,1.0,1.0,0.98
3,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,10.0,1.0,2.0,20.0,500,1000.0,1.0,1.0,0.98
4,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,6.666666666666667,1.0,2.0,20.0,500,1000.0,0.941,0.814,0.98
5,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,5.0,1.0,2.0,20.0,500,1000.0,0.8496,0.474,0.98
6,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,4.0,1.0,2.0,20.0,500,1000.0,0.7853333333333333,0.224,0.98
7,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,3.3333333333333335,1.0,2.0,20.0,500,1000.0,0.7617142857142857,0.102,0.98
8,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.857142857142857,1.0,2.0,20.0,500,1000.0,0.7415,0.058,0.98
9,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.5,1.0,2.0,20.0,500,1000.0,0.7286666666666667,0.036,0.98
10,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.2222222222222223,1.0,2.0,20.0,500,1000.0,0.7192,0.012,0.98
11,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.0,1.0,2.0,20.0,500,1000.0,0.6941818181818182,0.0,0.98
12,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.8181818181818181,1.0,2.0,20.0,500,1000.0,0.6931666666666667,0.006,0.98
13,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.6666666666666667,1.0,2.0,20.0,500,1000.0,0.6884615384615385,0.006,0.98
14,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.5384615384615385,1.0,2.0,20.0,500,1000.0,0.6822857142857143,0.0,0.98
15,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.4285714285714286,1.0,2.0,20.0,500,1000.0,0.6729333333333334,0.0,0.98
16,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.3333333333333333,1.0,2.0,20.0,500,1000.0,0.666375,0.002,0.98
17,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.25,1.0,2.0,20.0,500,1000.0,0.658235294117647,0.0,0.98
18,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.1764705882352942,1.0,2.0,20.0,500,1000.0,0.6568888888888889,0.0,0.98
19,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.1111111111111112,1.0,2.0,20.0,500,1000.0,0.6478947368421053,0.0,0.98
20,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.0526315789473684,1.0,2.0,20.0,500,1000.0,0.6446,0.0,0.98
21,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.0,1.0,2.0,20.0,500,1000.0,0.646952380952381,0.0,0.98
22,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.9523809523809523,1.0,2.0,20.0,500,1000.0,0.6385454545454545,0.0,0.98
23,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.9090909090909091,1.0,2.0,20.0,500,1000.0,0.6345217391304347,0.0,0.98
24,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8695652173913043,1.0,2.0,20.0,500,1000.0,0.63475,0.0,0.98
25,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8333333333333334,1.0,2.0,20.0,500,1000.0,0.6304,0.0,0.98
26,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8,1.0,2.0,20.0,500,1000.0,0.6274615384615385,0.0,0.98
27,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7692307692307693,1.0,2.0,20.0,500,1000.0,0.6249629629629629,0.0,0.98
28,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7407407407407407,1.0,2.0,20.0,500,1000.0,0.6189285714285714,0.0,0.98
29,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7142857142857143,1.0,2.0,20.0,500,1000.0,0.6206206896551724,0.0,0.98
30,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6896551724137931,1.0,2.0,20.0,500,1000.0,0.6246666666666667,0.0,0.98
31,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6666666666666666,1.0,2.0,20.0,500,1000.0,0.618516129032258,0.0,0.98
32,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6451612903225806,1.0,2.0,20.0,500,1000.0,0.6169375,0.0,0.98
33,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.625,1.0,2.0,20.0,500,1000.0,0.6093939393939394,0.0,0.98
34,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6060606060606061,1.0,2.0,20.0,500,1000.0,0.6106470588235294,0.0,0.98
35,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5882352941176471,1.0,2.0,20.0,500,1000.0,0.6082857142857143,0.0,0.98
36,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5714285714285714,1.0,2.0,20.0,500,1000.0,0.6084444444444445,0.0,0.98
37,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5555555555555556,1.0,2.0,20.0,500,1000.0,0.605081081081081,0.0,0.98
38,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5405405405405406,1.0,2.0,20.0,500,1000.0,0.6033684210526316,0.0,0.98
39,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5263157894736842,1.0,2.0,20.0,500,1000.0,0.6035384615384616,0.0,0.98
40,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5128205128205128,1.0,2.0,20.0,500,1000.0,0.6032,0.0,0.98
41,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5,1.0,2.0,20.0,500,1000.0,0.6020487804878049,0.0,0.98
42,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4878048780487805,1.0,2.0,20.0,500,1000.0,0.6007619047619047,0.0,0.98
43,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.47619047619047616,1.0,2.0,20.0,500,1000.0,0.6012558139534884,0.0,0.98
44,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.46511627906976744,1.0,2.0,20.0,500,1000.0,0.5956363636363636,0.0,0.98
45,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.45454545454545453,1.0,2.0,20.0,500,1000.0,0.592,0.0,0.98
46,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4444444444444444,1.0,2.0,20.0,500,1000.0,0.5941739130434782,0.0,0.98
47,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.43478260869565216,1.0,2.0,20.0,500,1000.0,0.5918723404255319,0.0,0.98
48,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.425531914893617,1.0,2.0,20.0,500,1000.0,0.589375,0.0,0.98
49,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4166666666666667,1.0,2.0,20.0,500,1000.0,0.5886122448979592,0.0,0.98
50,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.40816326530612246,1.0,2.0,20.0,500,1000.0,0.59456,0.0,0.98
51,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4,1.0,2.0,20.0,500,1000.0,0.5892156862745098,0.0,0.98
52,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.39215686274509803,1.0,2.0,20.0,500,1000.0,0.5888461538461538,0.0,0.98
53,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.38461538461538464,1.0,2.0,20.0,500,1000.0,0.5871698113207547,0.0,0.98
54,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.37735849056603776,1.0,2.0,20.0,500,1000.0,0.5888518518518518,0.0,0.98
55,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.37037037037037035,1.0,2.0,20.0,500,1000.0,0.586690909090909,0.0,0.98
56,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.36363636363636365,1.0,2.0,20.0,500,1000.0,0.5839642857142857,0.0,0.98
57,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.35714285714285715,1.0,2.0,20.0,500,1000.0,0.5837192982456141,0.0,0.98
58,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3508771929824561,1.0,2.0,20.0,500,1000.0,0.5827586206896552,0.0,0.98
59,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3448275862068966,1.0,2.0,20.0,500,1000.0,0.5793898305084746,0.0,0.98
60,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3389830508474576,1.0,2.0,20.0,500,1000.0,0.5851,0.0,0.98
61,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3333333333333333,1.0,2.0,20.0,500,1000.0,0.581344262295082,0.0,0.98
62,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.32786885245901637,1.0,2.0,20.0,500,1000.0,0.5841935483870968,0.0,0.98
63,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3225806451612903,1.0,2.0,20.0,500,1000.0,0.5785396825396826,0.0,0.98
64,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.31746031746031744,1.0,2.0,20.0,500,1000.0,0.58003125,0.0,0.98
65,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3125,1.0,2.0,20.0,500,1000.0,0.5813230769230769,0.0,0.98
66,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3076923076923077,1.0,2.0,20.0,500,1000.0,0.5778787878787879,0.0,0.98
67,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.30303030303030304,1.0,2.0,20.0,500,1000.0,0.579910447761194,0.0,0.98
68,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.29850746268656714,1.0,2.0,20.0,500,1000.0,0.5785294117647058,0.0,0.98
69,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.29411764705882354,1.0,2.0,20.0,500,1000.0,0.5770434782608695,0.0,0.98
70,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2898550724637681,1.0,2.0,20.0,500,1000.0,0.5763142857142857,0.0,0.98
71,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2857142857142857,1.0,2.0,20.0,500,1000.0,0.5770140845070423,0.0,0.98
72,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.28169014084507044,1.0,2.0,20.0,500,1000.0,0.5743888888888888,0.0,0.98
73,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2777777777777778,1.0,2.0,20.0,500,1000.0,0.5751780821917808,0.0,0.98
74,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.273972602739726,1.0,2.0,20.0,500,1000.0,0.5761621621621622,0.0,0.98
75,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2702702702702703,1.0,2.0,20.0,500,1000.0,0.5720266666666667,0.0,0.98
76,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.26666666666666666,1.0,2.0,20.0,500,1000.0,0.5747368421052632,0.0,0.98
77,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2631578947368421,1.0,2.0,20.0,500,1000.0,0.5698181818181818,0.0,0.98
78,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2597402597402597,1.0,2.0,20.0,500,1000.0,0.571076923076923,0.0,0.98
79,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2564102564102564,1.0,2.0,20.0,500,1000.0,0.5708860759493671,0.0,0.98
80,50,0.05,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.25316455696202533,1.0,2.0,20.0,500,1000.0,0.5707,0.0,0.98
1,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,,1.0,2.0,20.0,500,1000.0,0.988,0.988,0.98
2,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,20.0,1.0,2.0,20.0,500,1000.0,0.962,0.924,0.98
3,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,10.0,1.0,2.0,20.0,500,1000.0,0.742,0.412,0.98
4,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,6.666666666666667,1.0,2.0,20.0,500,1000.0,0.6255,0.128,0.98
5,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,5.0,1.0,2.0,20.0,500,1000.0,0.5504,0.038,0.98
6,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,4.0,1.0,2.0,20.0,500,1000.0,0.5166666666666667,0.006,0.98
7,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,3.3333333333333335,1.0,2.0,20.0,500,1000.0,0.5034285714285714,0.004,0.98
8,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.857142857142857,1.0,2.0,20.0,500,1000.0,0.4715,0.002,0.98
9,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.5,1.0,2.0,20.0,500,1000.0,0.448,0.0,0.98
10,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.2222222222222223,1.0,2.0,20.0,500,1000.0,0.4346,0.0,0.98
11,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.0,1.0,2.0,20.0,500,1000.0,0.42672727272727273,0.0,0.98
12,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.8181818181818181,1.0,2.0,20.0,500,1000.0,0.4205,0.0,0.98
13,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.6666666666666667,1.0,2.0,20.0,500,1000.0,0.4206153846153846,0.0,0.98
14,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.5384615384615385,1.0,2.0,20.0,500,1000.0,0.4085714285714286,0.0,0.98
15,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.4285714285714286,1.0,2.0,20.0,500,1000.0,0.3974666666666667,0.0,0.98
16,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.3333333333333333,1.0,2.0,20.0,500,1000.0,0.39775,0.0,0.98
17,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.25,1.0,2.0,20.0,500,1000.0,0.38176470588235295,0.0,0.98
18,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.1764705882352942,1.0,2.0,20.0,500,1000.0,0.3841111111111111,0.0,0.98
19,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.1111111111111112,1.0,2.0,20.0,500,1000.0,0.3838947368421053,0.0,0.98
20,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.0526315789473684,1.0,2.0,20.0,500,1000.0,0.384,0.0,0.98
21,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.0,1.0,2.0,20.0,500,1000.0,0.37542857142857144,0.0,0.98
22,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.9523809523809523,1.0,2.0,20.0,500,1000.0,0.36954545454545457,0.0,0.98
23,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.9090909090909091,1.0,2.0,20.0,500,1000.0,0.3646086956521739,0.0,0.98
24,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8695652173913043,1.0,2.0,20.0,500,1000.0,0.36075,0.0,0.98
25,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8333333333333334,1.0,2.0,20.0,500,1000.0,0.35832,0.0,0.98
26,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8,1.0,2.0,20.0,500,1000.0,0.35646153846153844,0.0,0.98
27,50,0.05,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7692307692307693,1.0,2.0,20.0,500,1000.0,0.35014814814814815,0.0,0.98
